,content,label
4718,clean throat salt water vinegar cure coronavirus,0
4719,spanish minister agriculture called football players earning much showing lack solidarity,0
4720,train carrying vaccines inscription covid 19,0
4721,evidence shows director general overstated covid 19 fatality rate,0
4722,trump promising send americans checks checking people social media history,0
4723,tom hanks arrested others pedophilia,0
4724,5g technology believed caused coronavirus,0
4725,ministry health italy released small video virus spreads best video please see innocently spread soap remedy clean wash ur hands always,0
4726,viral video claims show visuals china police personnel trying control patients allegedly suffering pandemic,0
4727,coronavirus cured sniffing clove camphor drinking water virus go stomach acid stomach kill virus,0
4728,coronavirus outbreak surges pm narendra modi decided facilitate fellow countrymen free masks swacch bharat scheme,0
4729,chinese intelligence officer terms novel coronavirus biological weapon invented china,0
4730,helicopters going spread medicines againts coronavirus,0
4731,france suspended payment rent taxes citizens due coronavirus crisis,0
4732,la paz gregorio mara 12 de octubre hospitals closing capacity,0
4733,exams access university valencia region delayed august 10 11 12,0
4734,army requisitioning coronavirus protection material catalonia,0
4735,france pay rent light gas quarantine citizens,0
4736,peru nationalized hospitals clinics,0
4737,russian medicine could use sars cov 2,0
4738,picture showing lots coffins taken bergamo 2020,0
4739,new coronavirus spread via coca cola,0
4740,new coronavirus survive 9 days road keep shoes doctor milan says,0
4741,worst affected countries coronavirus along latitude,0
4742,clorox already knew coronavirus coronavirus new virus,0
4743,indonesian president joko widodo locked 10 cities,0
4744,people video falling infection corona virus,0
4745,novel eye darkness predicts corona biological weapon china,0
4746,want protect coronavirus must back away climate change efforts making,0
4747,china successfully tested anti coronavirus serum made egypt presented beijing egyptian minister health,0
4748,spread covid 19 prevented home made vaccine based fruits ingredients,0
4749,hospital murcia spain made citizen appeal make surgical masks,0
4750,video fire erupting inside vehicle viewed hundreds times facebook twitter messaging app line march 2020 alongside claim shows explosion sparked alcohol based disinfectant used novel coronavirus pandemic,0
4751,claim fruit vegetable markets indian city chennai across state tamil nadu ordered close effort curb spread novel coronavirus shared multiple posts facebook whatsapp twitter,0
4752,claim american soldier intentionally spreading novel coronavirus wuhan seventh cism military world games october 2019 video clip man purportedly smearing saliva handrail train,0
4753,us government moved approve 2 trillion stimulus package address impact novel coronavirus outbreak short block text outlining canada alleged response outbreak flourished social media,0
4754,social security system sss philippines approved financial aid worth p20 000 every member assist affected novel coronavirus pandemic,0
4756,five helicopters spray disinfectants air eradicate coronaviruses,0
4757,mostly 2019 coronavirus live 3 hours air 4 hours copper 24 hours cardboard 3 days plastic stainless steel,1
4758,chennai municipal corporation asked vegetable fruit markets shut,0
4759,poem describes people applying social distancing plauge outbreak 19th century,0
4760,false text critically observes behavior religious communities macedonia towards government recommendations reduce risk spreading coronavirus limiting contacts movement,0
4761,false sensationalist headline mislieading readers disturbing video proof today 349 dead italy stay home,0
4762,man touching push cart tongue spread virus outside lidl lithuania,0
4763,train marked covid 19 spotted us,0
4764,graphic shared multiple posts facebook alongside claim contains quote philippine vice president leni robredo bats enemy novel coronavirus pandemic graphic attributed inquirer net philippine media outlet,0
4765,indian government distributing free face masks,0
4766,australian prime minister announce national lockdown,0
4767,photo shows sri lankan airline pilot tested positive novel coronavirus,0
4768,claim russian supermarkets imposing pre filled trolleys basic food midst coronavirus crisis,0
4769,claim 35 people infected coronavirus treated ivory coast within military station quoting document french investigation website mediapart,0
4770,photo showing bad accommodations conditions people recently arrived country quarantined novel coronavirus,0
4771,water boiled garlic cures coronavirus,0
4772,israel already developed vaccine covid 19,0
4773,avoid drinking cold water pandemic exposed sunlight,0
4774,universal church kingdom god selling 500 brazilian reals blessed hand sanitizer bottles,0
4775,brazilian singer preta gil singing carnival bloco infected coronavirus,0
4776,mixture vinegar fabric softener better desinfectant alcohol,0
4777,staff two mumbai hotels covid positive cases,0
4778,donald trump announced vaccine roche diagnostics,0
4779,narendra modi giving free masks india,0
4780,coronavirus patients arrested punjab india,0
4781,military coming paris virus,0
4782,another rumor claims military coming paris virus,0
4783,viral image people lying street related coronavirus,0
4784,gargling warm water salt removes coronavirus,0
4785,cuba discovered serum cures covid 19,0
4786,partially study establishes relationship ibuprofen severity virus infection apparently ibuprofen facilitate reproduction virus,0
4787,17 6 00 state emergency begins throughout national territory accordance article 116 constitution colombia,0
4788,partially although germany closes borders refugees migrants may still come medically checked coronavirus,0
4789,medical university vienna published study regarding ibuprofen coronavirus,0
4790,image shows spanish biologist claimed footballers earn millions euros research cure coronavirus,0
4791,three thousand ecuadorians infected coronavirus,0
4792,coronavirus covered private health insurance ecuador,0
4793,helicopters going spread chemicals coronavirus,0
4794,coronavirus patients develop lung fibrosis diagnose holding breath,0
4795,approves anti malarial drug chloroquine covid 19,0
4796,thailand cdc announces green chiretta cure coronavirus,0
4797,traditional cures self checks coronavirus,0
4798,video police china taking control suspected covid 19 patients country,0
4799,husband tested positive coronavirus wife fled bangalore agra india,0
4800,5000 million rupees fund allocated telangana cm kcr coronavirus prevention entirely funded central government,0
4801,video american president donald trump announcing roche medical company launch vaccine covid 19 next sunday,0
4802,2000 people died covid 19 one day march 15 france,0
4803,oman releasing special chemical sky eradicate coronavirus military helicopters,0
4804,self checkup find infected coronavirus,0
4805,gargling lukewarm water mixed salt vinegar remove coronavirus,0
4806,tips new coronavirus holding breath drinking water,0
4807,china finds vaccine new coronavirus,0
4808,dog vaccine used coronavirus people,0
